                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r25.12.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260503"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      700                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.8546837098279232E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.8546837098279232E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256838177066458E+000                  1.1866323455840062E-005                 -4.9256838177066458E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9256838177066458E+000                  1.1866323455840062E-005                 -4.9256838178166680E+000                 -1.4521987577854681E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882449770598E+000                  5.3976372720234957E-002                  2.6626485727049432E-001                  3.9055379127621443E+000                  0.0000000000000000E+000                  1.4891917372581100E+001                  1.4483791823616235E-001                  6.6225825861320171E+000                  6.2123283088047254E-001                  8.5000496627254174E-001                  1.2966429887659314E+000                  6.9999999999999951E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  7.0000000000000018E-001                  2.7997020236474868E-001                                        0                                        2 
                                      50                                      700                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.9205805842283489E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  3.9205805842283489E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256836466599578E+000                  1.1866328129387183E-005                 -4.9256836466599578E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.9256836466599578E+000                  1.1866328129387183E-005                 -4.9256836467699809E+000                 -1.4521986953516107E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882522296281E+000                  5.3976385849263245E-002                  2.6626484932987327E-001                  3.9055379286433864E+000                  0.0000000000000000E+000                  1.4891917456960764E+001                  1.4483798179331844E-001                  6.6225826069109939E+000                  6.2123283086881587E-001                  8.5000496627254163E-001                  1.2966429887659328E+000                  6.9999999999999829E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999999973E-001                  2.7997020236474857E-001                                        0                                        2 
                                      55                                      700                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2338196025699860E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2338196025699860E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256832141121629E+000                  1.1866339947996063E-005                 -4.9256832141121629E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9256832141121629E+000                  1.1866339947996063E-005                 -4.9256832142221860E+000                 -1.4521985589239099E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882537090465E+000                  5.3976308313871520E-002                  2.6626480760333893E-001                  3.9055380120964553E+000                  0.0000000000000000E+000                  1.4891917640288304E+001                  1.4483812394528214E-001                  6.6225826480535428E+000                  6.2123283084627023E-001                  8.5000496627254063E-001                  1.2966429887659359E+000                  6.9999999999999563E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999999962E-001                  2.7997020236474868E-001                                        0                                        2 
                                      60                                      700                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2808956484329412E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2808956484329412E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256821383737641E+000                  1.1866369340709712E-005                 -4.9256821383737641E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256821383737641E+000                  1.1866369340709712E-005                 -4.9256821384837872E+000                 -1.4521982240064341E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882434414215E+000                  5.3976041714623980E-002                  2.6626469483896603E-001                  3.9055382376252008E+000                  0.0000000000000000E+000                  1.4891918090549279E+001                  1.4483847411106229E-001                  6.6225827480832677E+000                  6.2123283079160385E-001                  8.5000496627253797E-001                  1.2966429887659434E+000                  6.9999999999998841E-001                  2.7997020236474884E-001                  3.4468833607860776E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999999951E-001                  2.7997020236474868E-001                                        0                                        2 
                                      65                                      700                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745240616271121E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745240616271121E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256794621264053E+000                  1.1866442464911787E-005                 -4.9256794621264053E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256794621264053E+000                  1.1866442464911787E-005                 -4.9256794622364302E+000                 -1.4521973905681470E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416882175363057E+000                  5.3975376753902196E-002                  2.6626441416883695E-001                  3.9055387989654591E+000                  0.0000000000000000E+000                  1.4891919211234196E+001                  1.4483934561050760E-001                  6.6225829971049928E+000                  6.2123283065550605E-001                  8.5000496627253253E-001                  1.2966429887659632E+000                  6.9999999999997109E-001                  2.7997020236474884E-001                  3.4468833607860776E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999999774E-001                  2.7997020236474868E-001                                        0                                        2 
                                      70                                      700                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2744315181622569E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2744315181622569E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256728028129890E+000                  1.1866624422013857E-005                 -4.9256728028129890E+000                 -9.8999999999999986E+001                 -2.0169009709486737E+001                 -4.9256728028129890E+000                  1.1866624422013857E-005                 -4.9256728029230175E+000                 -1.4521953167156271E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416881530834906E+000                  5.3973722167591248E-002                  2.6626371578131097E-001                  3.9055401957405111E+000                  0.0000000000000000E+000                  1.4891921999867618E+001                  1.4484151418556840E-001                  6.6225836167558612E+000                  6.2123283031684773E-001                  8.5000496627251776E-001                  1.2966429887660114E+000                  6.9999999999992801E-001                  2.7997020236474884E-001                  3.4468833607860776E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999999385E-001                  2.7997020236474868E-001                                        0                                        2 
                                      75                                      700                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745734266284141E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2745734266284141E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256562324861717E+000                  1.1867077196811528E-005                 -4.9256562324861717E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9256562324861717E+000                  1.1867077196811528E-005                 -4.9256562325962090E+000                 -1.4521901563735858E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416879927052124E+000                  5.3969605065322716E-002                  2.6626197798673357E-001                  3.9055436713296658E+000                  0.0000000000000000E+000                  1.4891928938819348E+001                  1.4484691025240506E-001                  6.6225851586268476E+000                  6.2123282947416847E-001                  8.5000496627248201E-001                  1.2966429887661319E+000                  6.9999999999982043E-001                  2.7997020236474879E-001                  3.4468833607860759E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999998530E-001                  2.7997020236474868E-001                                        0                                        2 
                                      80                                      700                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2749360512856716E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2749360512856716E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9256150013477820E+000                  1.1868203889296965E-005                 -4.9256150013477820E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9256150013477820E+000                  1.1868203889296965E-005                 -4.9256150014578415E+000                 -1.4521773162230144E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416875936387414E+000                  5.3959360642239836E-002                  2.6625765390813294E-001                  3.9055523194868673E+000                  0.0000000000000000E+000                  1.4891946204756103E+001                  1.4486033712184182E-001                  6.6225889951717276E+000                  6.2123282737738672E-001                  8.5000496627239308E-001                  1.2966429887664319E+000                  6.9999999999955298E-001                  2.7997020236474884E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999996321E-001                  2.7997020236474868E-001                                        0                                        2 
                                      85                                      700                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2758364751260783E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2758364751260783E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9255124121794953E+000                  1.1871007731005821E-005                 -4.9255124121794953E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9255124121794953E+000                  1.1871007731005821E-005                 -4.9255124122896099E+000                 -1.4521453685151981E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416866006712052E+000                  5.3933870767941809E-002                  2.6624689490605785E-001                  3.9055738374910174E+000                  0.0000000000000000E+000                  1.4891989165462483E+001                  1.4489374577555336E-001                  6.6225985409507881E+000                  6.2123282216038278E-001                  8.5000496627217081E-001                  1.2966429887671787E+000                  6.9999999999888685E-001                  2.7997020236474884E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999990947E-001                  2.7997020236474868E-001                                        0                                        2 
                                      90                                      700                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2780581215904168E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2780581215904168E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9252571814921131E+000                  1.1877986258409100E-005                 -4.9252571814921131E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9252571814921131E+000                  1.1877986258409100E-005                 -4.9252571816023636E+000                 -1.4520658891034200E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416841300836218E+000                  5.3870453281125046E-002                  2.6622012733781525E-001                  3.9056273726275026E+000                  0.0000000000000000E+000                  1.4892096050147366E+001                  1.4497686670089491E-001                  6.6226222891184010E+000                  6.2123280918165869E-001                  8.5000496627161826E-001                  1.2966429887690369E+000                  6.9999999999722895E-001                  2.7997020236474884E-001                  3.4468833607860772E-003                  9.3805276451495393E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999977536E-001                  2.7997020236474868E-001                                        0                                        2 
                                      95                                      700                  1.6641342760114112E+003                  2.4430371284767323E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2834949853260453E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2834949853260453E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9246223582244282E+000                  1.1895361417658415E-005                 -4.9246223582244282E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9246223582244282E+000                  1.1895361417658415E-005                 -4.9246223583350197E+000                 -1.4518682223392332E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416779839216460E+000                  5.3712708978704587E-002                  2.6615354751055731E-001                  3.9057605322820184E+000                  0.0000000000000000E+000                  1.4892361918791327E+001                  1.4518363322270747E-001                  6.6226813525591277E+000                  6.2123277690407364E-001                  8.5000496627024191E-001                  1.2966429887736657E+000                  6.9999999999309925E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999944007E-001                  2.7997020236474868E-001                                        0                                        2 
                                     100                                      700                  4.1408986761007136E+003                  2.8389433587148560E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2967786280464583E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.2967786280464583E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9230443993088517E+000                  1.1938660454948137E-005                 -4.9230443993088517E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -4.9230443993088517E+000                  1.1938660454948137E-005                 -4.9230443994202968E+000                 -1.4513770039013817E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416626993228247E+000                  5.3320553945508789E-002                  2.6598803919160169E-001                  3.9060915489199295E+000                  0.0000000000000000E+000                  1.4893022900121379E+001                  1.4569773313047843E-001                  6.6228281384469492E+000                  6.2123269669599257E-001                  8.5000496626680788E-001                  1.2966429887852124E+000                  6.9999999998279738E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999860352E-001                  2.7997020236474868E-001                                        0                                        2 
                                     105                                      700                  1.0303881068130926E+004                  3.2348495889529802E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3308506467977292E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3308506467977292E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9191283256424665E+000                  1.2046799280948538E-005                 -4.9191283256424656E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.9191283256424665E+000                  1.2046799280948538E-005                 -4.9191283257560521E+000                 -1.4501586393459508E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6416247224840856E+000                  5.2346990585023213E-002                  2.6557721118883820E-001                  3.9069132049254565E+000                  0.0000000000000000E+000                  1.4894664025546284E+001                  1.4697450218213060E-001                  6.6231922615128873E+000                  6.2123249778309009E-001                  8.5000496625820887E-001                  1.2966429888141271E+000                  6.9999999995700035E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999999650797E-001                  2.7997020236474868E-001                                        0                                        2 
                                     110                                      700                  2.5639353413867542E+004                  3.6307558191911045E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3714925869642714E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.3714925869642714E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.9094481188891832E+000                  1.2318331325613175E-005                 -4.9094481188891841E+000                 -9.8999999999999986E+001                 -2.0771069700814699E+001                 -4.9094481188891832E+000                  1.2318331325613175E-005                 -4.9094481190082302E+000                 -1.4471514507721089E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6415305944608303E+000                  4.9938413229986441E-002                  2.6456117855782912E-001                  3.9089452701874747E+000                  0.0000000000000000E+000                  1.4898725765753836E+001                  1.5013645399073969E-001                  6.6240914956968533E+000                  6.2123200686905411E-001                  8.5000496623647404E-001                  1.2966429888872115E+000                  6.9999999989179629E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999999120388E-001                  2.7997020236474868E-001                                        0                                        2 
                                     115                                      700                  6.3798915961210878E+004                  4.0266620494292287E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.5821794464497058E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999926399996E-001                  4.5821794464497058E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8857465672488019E+000                  1.3009285140253055E-005                 -4.8857465672488019E+000                 -9.8999999999999986E+001                 -2.0072099696478681E+001                 -4.8857465672488019E+000                  1.3009285140253055E-005                 -4.8857465673822711E+000                 -1.4398148480052939E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6412985061551919E+000                  4.4028745192217576E-002                  2.6207052115022234E-001                  3.9139265850026881E+000                  0.0000000000000000E+000                  1.4908698703568799E+001                  1.5791239106068380E-001                  6.6262872796365588E+000                  6.2123080996049473E-001                  8.5000496618027022E-001                  1.2966429890762012E+000                  6.9999999972318427E-001                  2.7997020236474895E-001                  3.4468833607860776E-003                  9.3805276451495428E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999997743767E-001                  2.7997020236474868E-001                                        0                                        2 
                                     120                                      702                  1.5875211863901626E+005                  4.4225682796673524E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.2938430817739641E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999932650008E-001                  5.2938430817739641E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8290212657772296E+000                  1.4824454935547934E-005                 -4.8290212657772296E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8290212657772296E+000                  1.4824454935547934E-005                 -4.8290212659521314E+000                 -1.4224010212911528E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6407325092909857E+000                  2.9809781608986119E-002                  2.5609303308701920E-001                  3.9258815611290947E+000                  0.0000000000000000E+000                  1.4932724048684062E+001                  1.7671832687584943E-001                  6.6315046107210245E+000                  6.2122797473540348E-001                  8.5000496602680919E-001                  1.2966429895922238E+000                  6.9999999926280154E-001                  2.7997020236474901E-001                  3.4468833607860759E-003                  9.3805276451495445E-003                  3.4468833607860794E-003                  9.3805276451495376E-003                  6.9999999993951290E-001                  2.7997020236474868E-001                                        0                                        3 
                                     125                                      702                  3.9502607192625280E+005                  4.8184745099054762E+000                  1.0000000000000000E+000                  3.3298505910360667E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.2065455578937523E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938900008E-001                  7.2065455578937523E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.7001239904374801E+000                  1.9946927518135655E-005                 -4.7001239904374792E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.7001239904374801E+000                  1.9946927518135655E-005                 -4.7001239907554879E+000                 -1.3835469265727856E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6393954672652820E+000                 -2.8704316442921137E-003                  2.4242701051178667E-001                  3.9532136062795598E+000                  0.0000000000000000E+000                  1.4988195825585398E+001                  2.2054398449442045E-001                  6.6431505238609034E+000                  6.2122166490409347E-001                  8.5000496555345761E-001                  1.2966429911839001E+000                  6.9999999784274669E-001                  2.7997020236474895E-001                  3.4468833607860651E-003                  9.3805276451495428E-003                  3.4468833607860794E-003                  9.3805276451495393E-003                  6.9999999981992611E-001                  2.7997020236474868E-001                                        0                                        3 
